epoch,train_loss,train_acc,val_loss,val_acc,lr
1,4.2576580324596165,5.177760307477288,4.403231114961316,0.8211041229909154,9.755282581475769e-05
2,3.458351047242296,15.050663871418589,4.004457266492331,4.926624737945493,9.045084971874737e-05
3,2.9135408626204184,25.177978686233402,3.769250093349454,9.07582110412299,7.938926261462366e-05
4,2.565785756963354,32.42051013277428,3.4415131799829832,14.80607966457023,6.545084971874737e-05
5,2.350886631270208,37.144042627533196,3.238632476887946,18.50104821802935,4.9999999999999996e-05
6,2.2040869779494323,40.338923829489865,3.0834592499156503,22.44060097833683,3.454915028125263e-05
7,2.8389422707337753,25.78288784067086,2.9745491987171078,22.973445143256463,0.001
8,2.3654899340588926,35.93204053109714,2.9943511057866363,23.48881900768693,0.001
9,2.130552328607571,41.732180293501045,3.0365374451496647,26.668413696715582,0.001
10,1.9626602256406362,45.692479035639415,2.9604584729229964,26.633473095737248,0.001
11,1.8422807759750481,48.85351153039832,2.4371584154858112,35.47344514325646,0.001
12,1.749927281479499,50.971785464709995,2.7632729384051093,30.538085255066388,0.001
13,1.6763216945870534,52.85639412997904,2.578983320380157,34.180642907058,0.001
14,1.6104768328082304,54.56302410901468,2.8444515277587974,32.503494060097836,0.001
15,1.5543855310142416,56.05018343815514,2.7104595200653927,33.245981830887494,0.0005
16,1.317506815358257,62.153869671558354,2.408286377860482,40.391334730957375,0.0005
17,1.2725222774948548,63.55804507337526,2.37202633935034,41.36093640810622,0.0005
18,1.2419566813619465,64.07014325646401,2.4487026955055073,40.73200559049616,0.0005
19,1.2207429815554935,64.76240391334731,2.631518529396137,37.84067085953878,0.0005
20,1.2006896930915296,65.17623165618448,2.1975865505276486,44.43570929419986,0.0005
21,1.183511178729669,65.60316212438853,2.635815390667492,38.08525506638714,0.0005
22,1.166854058078,66.12399545772188,2.4747038737283065,41.16002795248078,0.0005
23,1.154223620329263,66.19933612858141,2.4351300116521672,42.84591194968554,0.0005
24,1.1401212766797788,66.76602900069881,2.3408201233146078,42.5314465408805,0.00025
25,1.005219166727436,70.60075995807128,2.070421616048933,47.80747728860936,0.00025
26,0.9823268983958278,71.04734451432564,2.411529064886558,43.11670160726764,0.00025
27,0.9706822806522822,71.41422082459819,2.220814245822628,46.50593990216632,0.00025
28,0.9565940402828256,71.86517295597484,2.227816207458055,46.92522711390636,0.00025
29,0.9501357967988083,71.86844863731656,2.5645526064225295,41.640461215932916,0.000125
30,0.8691564951284647,74.33831236897275,2.2495985200340978,47.05625436757512,0.000125
31,0.8583462805318653,74.54795597484276,2.1785814967774413,48.611111111111114,0.000125
32,0.8451364694617475,74.9759783368274,2.4402440738253124,45.073375262054505,0.000125
33,0.839534949318647,75.02074598183088,2.1406770759450233,49.694269741439555,0.000125
34,0.8339247188793143,75.25659503843467,2.0721615548632846,50.305730258560445,6.25e-05
35,0.7858525560849888,76.76340845562544,2.2808313496478534,47.59783368273934,6.25e-05
36,0.7789973509689933,76.91518169112508,2.2735381552247964,47.74633123689728,6.25e-05
37,0.7740607193347709,76.96213312368972,2.650343985771233,43.378756114605174,6.25e-05
38,0.7695555115798078,77.08442522711391,2.3109289939319395,47.947239692522714,6.25e-05
39,0.7665277395272467,77.23183088749127,2.518830274385976,44.59294199860238,3.125e-05
40,0.7415667346618148,77.89570230607967,2.3067825690567867,47.91229909154438,3.125e-05
41,0.7361257281076296,78.14574598183088,2.3418010745866575,47.58909853249476,3.125e-05
42,0.7341200464556761,78.125,2.235338120751869,49.650593990216635,3.125e-05
43,0.7317861091048775,78.23200559049616,2.329984811283674,47.85115303983228,3.125e-05
44,0.7306423293040046,78.24947589098532,2.396315215888305,47.14360587002096,1.5625e-05
45,0.7176787324814655,78.57376834381552,2.2721273475629227,49.074074074074076,1.5625e-05
46,0.7146159039132146,78.71134696016772,2.3525326952890113,47.99965059399022,1.5625e-05
47,0.7132564620437019,78.7561146051712,2.3713503048958935,47.8424178895877,1.5625e-05
48,0.7124667166114624,78.78559573724668,2.3408458633315803,48.069531795946894,1.5625e-05
49,0.7103348892438535,78.9188067784766,2.318385796065642,48.698462613556956,7.8125e-06
50,0.7028046417890271,79.11971523410203,2.3570170378316373,48.04332634521314,7.8125e-06
